"","temp","mean_max_quantity","median_max_quantity","mean_bird_cv_max_quantity","mean_bird_pv_max_quantity","mean_bird_v2_max_quantity","mean_cv_lower_ci_max_quantity","mean_cv_upper_ci_max_quantity","mean_pv_lower_ci_max_quantity","mean_pv_upper_ci_max_quantity","mean_v2_lower_ci_max_quantity","mean_v2_upper_ci_max_quantity"
"1","Cold",56616.0046435392,749.47547605,1.27023541878129,0.755198174774997,0.617371051104055,1.03875377493359,1.55341503622096,0.712251653582916,0.770934892862991,0.519151595158005,0.710691358907049
"2","Warm",69339.9451247709,11937.11163,1.27045859671186,0.781243605584163,0.617454048610673,1.05427137410833,1.52345585050221,0.734401898998226,0.798464709369333,0.531925170526117,0.695934789194257
