"","temp","mean_max_quantity","median_max_quantity","mean_bird_cv_max_quantity","mean_bird_pv_max_quantity","mean_bird_v2_max_quantity","mean_cv_lower_ci_max_quantity","mean_cv_upper_ci_max_quantity","mean_pv_lower_ci_max_quantity","mean_pv_upper_ci_max_quantity","mean_v2_lower_ci_max_quantity","mean_v2_upper_ci_max_quantity"
"1","Cold",3.36863017442857,2.873512863,0.478447386286833,0.405151358010243,0.186272019316922,0.409157040230687,0.541150315483427,0.355032999124723,0.444543479625314,0.144407013482576,0.233024869368538
"2","Warm",3.75953078291566,4.076899255,0.393162547423658,0.35707160036119,0.133881774005827,0.318754085746619,0.475680600148232,0.294522302265998,0.410026876541604,0.0959406491766347,0.17910531364258
